tex,image_path
\int x \sqrt{x^2 + a^2} dx,images/img_0000475.png
\int (x+6)^3 dx,images/img_0000476.png
\int x^5 dx,images/img_0000477.png
\int \sqrt{(-4)^2 - x^2} dx,images/img_0000478.png
\int \sin^3 2x dx,images/img_0000479.png
\int \ln \left ( -7x^2 + 1x -1\right) dx,images/img_0000480.png
\int e^{2x} \sin -5x dx,images/img_0000481.png
\int \sin^2 -5x \cos 6x dx,images/img_0000482.png
\int \sqrt{\frac{x}{-9-x}} dx,images/img_0000483.png
\int \sin^2 -9x \cos \pi x dx,images/img_0000484.png
\int \sin^2 -2x \cos^2 \pi x dx,images/img_0000485.png
\int x^n e^{-2x} dx,images/img_0000486.png
\int \cos -8x \sin 3x dx,images/img_0000487.png
\int e^{9x^2} dx,images/img_0000488.png
\int \sin 4x \sinh 7x dx,images/img_0000489.png
\int \sinh -8x \cosh \pi x dx,images/img_0000490.png
\int e^{-1x^2} dx,images/img_0000491.png
\int \sin^3 5x dx,images/img_0000492.png
\int \frac{1}{9x+b} dx,images/img_0000493.png
\int x \sqrt{7x + 9} dx,images/img_0000494.png
\int \sinh -5x dx,images/img_0000495.png
\int \frac{1}{(x+a)(x+9)} dx,images/img_0000496.png
\int \sin -6x \cosh 5x dx,images/img_0000497.png
\int \frac{1}{4x^2+6x+c} dx,images/img_0000498.png
\int \sqrt{\frac{x}{-4+x}} dx,images/img_0000499.png
\int \cos -8x \sinh -5x dx,images/img_0000500.png
\int \cos 5x \cosh -2x dx,images/img_0000501.png
\int \sqrt{3 x^2 -7 x + 1} dx,images/img_0000502.png
\int \cos^3 \cdot ex dx,images/img_0000503.png
\int \frac{1}{9x-3} dx,images/img_0000504.png
\int \sqrt{\frac{x}{-5+x}} dx,images/img_0000505.png
\int \frac{x}{ax^2-7x-3} dx,images/img_0000506.png
\int \frac{x}{\sqrt{2x^2+bx-7}} dx,images/img_0000507.png
\int \frac{x}{\sqrt{e^2-x^2}} dx,images/img_0000508.png
\int \sin^2 -4x \cos^2 -4x dx,images/img_0000509.png
\int e^{-3x} \sin 6x dx,images/img_0000510.png
\int \frac{x^3}{6^2+x^2} dx,images/img_0000511.png
\int \frac{1}{\sqrt{(-5)^2 - x^2}} dx,images/img_0000512.png
\int \sin^2 -6x \cos 1x dx,images/img_0000513.png
\int \frac{x}{\sqrt{9x^2+9x-8}} dx,images/img_0000514.png
\int x \sqrt{-2 x^2 + 7x + e} dx,images/img_0000515.png
\int \sin -2x dx,images/img_0000516.png
\int \cos^2 \pi x \sin -5x dx,images/img_0000517.png
\int \frac{x}{\sqrt{(-7)^2-x^2}} dx,images/img_0000518.png
\int \frac{x}{3x^2-1x+\pi } dx,images/img_0000519.png
\int e^{-2x} \cosh -4x dx,images/img_0000520.png
\int \frac{x^3}{(-8)^2+x^2} dx,images/img_0000521.png
\int \sqrt{x(4x+4)} dx,images/img_0000522.png
\int \frac{1}{(x-3)(x+9)} dx,images/img_0000523.png
\int x \sqrt{x^2 + (-1)^2} dx,images/img_0000524.png
\int \frac{x}{\sqrt{7x^2+6x+c}} dx,images/img_0000525.png
\int \frac{1}{-1x+6} dx,images/img_0000526.png
\int \frac{1}{\sqrt{x-6}} dx,images/img_0000527.png
\int e^{8x} dx,images/img_0000528.png
\int\frac{dx}{(4^2+x^2)^{3/2}},images/img_0000529.png
\int \ln \left ( 1x^2 + \pi x -4\right) dx,images/img_0000530.png
\int \csc^5x \cot x dx,images/img_0000531.png
\int \frac{1}{\sqrt{5^2 - x^2}} dx,images/img_0000532.png
\int \sinh 1x \cosh -7x dx,images/img_0000533.png
\int x \ln \left ( (-1)^2 - (-9)^2 x^2 \right ) dx,images/img_0000534.png
\int \sqrt{x^3(-4x-6)} dx,images/img_0000535.png
\int e^{-7x} \tanh \pi x dx,images/img_0000536.png
\int \sin^3 8x dx,images/img_0000537.png
\int e^{\pi x} \cosh 3x dx,images/img_0000538.png
\int x \sqrt{8 x^2 + 2x + 7} dx,images/img_0000539.png
\int \ln (ax + 9) dx,images/img_0000540.png
\int (x-6)^4 dx,images/img_0000541.png
\int \frac{x^3}{(-3)^2+x^2} dx,images/img_0000542.png
\int x^2 e^{-6x} dx,images/img_0000543.png
\int e^{-6x} \cos -8x dx,images/img_0000544.png
\int \sinh -8x dx,images/img_0000545.png
\int \cos^2 9x \sin 9x dx,images/img_0000546.png
\int \frac{1}{\sqrt{-7-x}} dx,images/img_0000547.png
\int x\sqrt{x-9} dx,images/img_0000548.png
\int \cosh 8x dx,images/img_0000549.png
\int \ln ( x^2 - 2^2 ) {dx},images/img_0000550.png
\int \sinh 9x \cosh -2x dx,images/img_0000551.png
\int x^2 e^{-2x} dx,images/img_0000552.png
\int e^{1x} \cos 6x dx,images/img_0000553.png
\int \frac{x}{\sqrt{x^2+ (-7)^2}} dx,images/img_0000554.png
\int \tan^9 9x dx,images/img_0000555.png
\int e^{-4x} \sin 3x dx,images/img_0000556.png
\int \frac{x}{(x+e)^2} dx,images/img_0000557.png
\int \frac{1}{3x^2-8x-1} dx,images/img_0000558.png
\int \sec^8 x \tan x dx,images/img_0000559.png
\int \sqrt{x} e^{\pi x} dx,images/img_0000560.png
\int \sqrt{x(3x+8)} dx,images/img_0000561.png
\int x^9 \cos ex dx,images/img_0000562.png
\int x \sqrt{7 x^2 -3x -6} dx,images/img_0000563.png
\int x \sqrt{3x + 2} dx,images/img_0000564.png
\int\frac{1}{\sqrt{-3x^2+\pi x-4}} dx,images/img_0000565.png
\int \cos^2 -8x \sin 1x dx,images/img_0000566.png
\int \cos 6x \sinh 7x dx,images/img_0000567.png
\int \sqrt{\frac{x}{e-x}} dx,images/img_0000568.png
\int \cos 9x \sin 8x dx,images/img_0000569.png
\int x \sqrt{-1x + 4} dx,images/img_0000570.png
\int \cos 4x \sinh 2x dx,images/img_0000571.png
\int (-2x+4)^{3/2} dx,images/img_0000572.png
\int \cos^2 \cdot ex dx,images/img_0000573.png
\int x^2 \sin -2x dx,images/img_0000574.png
\int \frac{1}{\sqrt{x-9}} dx,images/img_0000575.png
\int \cos 6x \sinh 3x dx,images/img_0000576.png
\int\frac{1}{\sqrt{1x^2+ex+6}} dx,images/img_0000577.png
\int (-6x-4)^{3/2} dx,images/img_0000578.png
\int \cos^3 2x dx,images/img_0000579.png
\int \sqrt{\frac{x}{1-x}} dx,images/img_0000580.png
\int \frac{1}{\sqrt{x^2 + 7^2}} dx,images/img_0000581.png
\int x \cos \pi x dx,images/img_0000582.png
\int \cos^p -9x dx,images/img_0000583.png
\int \cos^2 8x \sin 7x dx,images/img_0000584.png
\int x^2 \cos ax dx,images/img_0000585.png
\int \sin 9x \cosh -5x dx,images/img_0000586.png
\int e^{-6x} \cos 5x dx,images/img_0000587.png
\int \ln (ex + 1) dx,images/img_0000588.png
\int x^2 \sin 4x dx,images/img_0000589.png
\int \frac{x}{4x^2-1x+c} dx,images/img_0000590.png
\int \sqrt{x(2x+6)} dx,images/img_0000591.png
\int \ln ( x^2 - (-1)^2 ) {dx},images/img_0000592.png
\int \sqrt{5 x^2 + e x -4} dx,images/img_0000593.png
\int \sec^2 -9x dx,images/img_0000594.png
\int \cos -1x \sinh -2x dx,images/img_0000595.png
\int \sinh -3x \cosh 1x dx,images/img_0000596.png
\int e^{7x} \cosh -6x dx,images/img_0000597.png
\int \tan^2 -7x dx,images/img_0000598.png
\int \frac{x}{\sqrt{x^2+ 4^2}} dx,images/img_0000599.png
\int x e^{-\pi x^2} {dx},images/img_0000600.png
\int x e^{-5x^2} {dx},images/img_0000601.png
\int \ln 8x dx,images/img_0000602.png
\int x^n e^{5x} dx,images/img_0000603.png
\int x \ln (-5x + 5) dx,images/img_0000604.png
\int x^7 \sin x dx,images/img_0000605.png
\int \cosh 6x dx,images/img_0000606.png
\int x \sqrt{-2 x^2 + 3x -3} dx,images/img_0000607.png
\int x \sqrt{x^2 + (-2)^2} dx,images/img_0000608.png
\int x \sqrt{-4 x^2 + \pi x -7} dx,images/img_0000609.png
\int \frac{1}{\sqrt{(-3)^2 - x^2}} dx,images/img_0000610.png
\int \ln (-8x + 3) dx,images/img_0000611.png
\int \sqrt{x^3(8x+4)} dx,images/img_0000612.png
\int \sqrt{8 x^2 -9 x + e} dx,images/img_0000613.png
\int \sqrt{4^2 - x^2} dx,images/img_0000614.png
\int x \sqrt{x^2 + 4^2} dx,images/img_0000615.png
\int \cos^2 ax \sin 1x dx,images/img_0000616.png
\int x \sqrt{2x + e} dx,images/img_0000617.png
\int x \ln \left ( (-7)^2 - 2^2 x^2 \right ) dx,images/img_0000618.png
\int \sinh \pi x \cosh ex dx,images/img_0000619.png
\int \frac{x^2}{\sqrt{x^2 + 1^2}} dx,images/img_0000620.png
\int \cos^3 9x dx,images/img_0000621.png
\int \frac{1}{-8x^2-4x+e} dx,images/img_0000622.png
\int \ln 7x dx,images/img_0000623.png
\int \frac{x}{\sqrt{4x^2-2x-3}} dx,images/img_0000624.png
\int \cos 3x \cosh 1x dx,images/img_0000625.png
\int \cosh -6x dx,images/img_0000626.png
\int \ln (9x + 6) dx,images/img_0000627.png
\int x^2 e^{-9x^2} {dx},images/img_0000628.png
\int e^{8x} \cosh ex dx,images/img_0000629.png
\int \cos -7x \sinh -9x dx,images/img_0000630.png
\int \cos^2 8x \sin 6x dx,images/img_0000631.png
\int \sin^2 -9x \cos^2 8x dx,images/img_0000632.png
\int \ln (-1x + 1) dx,images/img_0000633.png
\int \sqrt{x^3(-3x+1)} dx,images/img_0000634.png
\int \frac{x^2}{(-2)^2+x^2} dx,images/img_0000635.png
\int x \sqrt{x^2 + 1^2} dx,images/img_0000636.png
\int x \ln (8x -2) dx,images/img_0000637.png
\int \cos 2x dx,images/img_0000638.png
\int \sin^2 -7x \cos \pi x dx,images/img_0000639.png
\int \sin^2 -1x \cos^2 -2x dx,images/img_0000640.png
\int \frac{1}{-4x^2-6x+3} dx,images/img_0000641.png
\int x e^{7x} dx,images/img_0000642.png
\int x e^{-1x^2} {dx},images/img_0000643.png
\int \cos^2 \cdot ex \sin 4x dx,images/img_0000644.png
\int x^7 \cos 4x dx,images/img_0000645.png
\int x^2 e^{-1x^2} {dx},images/img_0000646.png
\int \ln -7x dx,images/img_0000647.png
\int \sin^2 -1x \cos^2 -7x dx,images/img_0000648.png
\int \sqrt{x(3x-8)} dx,images/img_0000649.png
\int \frac{x}{1x^2+4x-2} dx,images/img_0000650.png
\int \csc^2 7x dx,images/img_0000651.png
\int \sqrt{(-9)^2 - x^2} dx,images/img_0000652.png
\int \sin^2 7x \cos -4x dx,images/img_0000653.png
\int e^{8x} \tanh -3x dx,images/img_0000654.png
\int \tan^4 3x dx,images/img_0000655.png
\int x^2 \cos -8x dx,images/img_0000656.png
\int \ln (-4x + b) dx,images/img_0000657.png
\int \sin 9x \cosh 4x dx,images/img_0000658.png
\int \sinh 6x dx,images/img_0000659.png
\int \frac{1}{3x^2-5x-4} dx,images/img_0000660.png
\int \frac{1}{(x-3)^2} dx,images/img_0000661.png
\int x^2 \cos 9x dx,images/img_0000662.png
\int \sqrt{x^3(-6x+e)} dx,images/img_0000663.png
\int \sqrt{x(ax+6)} dx,images/img_0000664.png
\int \sin^3 -6x dx,images/img_0000665.png
\int \ln ex dx,images/img_0000666.png
\int \cos -7x \sinh 9x dx,images/img_0000667.png
\int \frac{1}{(x-1)(x+8)} dx,images/img_0000668.png
\int \sqrt{-8x-4} dx,images/img_0000669.png
\int x \ln \left ( 4^2 - 3^2 x^2 \right ) dx,images/img_0000670.png
\int x \ln (-8x + 6) dx,images/img_0000671.png
\int \sin^n ex dx,images/img_0000672.png
\int x \sqrt{1x + 2} dx,images/img_0000673.png
\int \sin -5x \cosh 2x dx,images/img_0000674.png
\int \frac{1}{\sqrt{\pi ^2 - x^2}} dx,images/img_0000675.png
\int \sin 3x dx,images/img_0000676.png
\int x e^{-6x} dx,images/img_0000677.png
\int e^{-1x} \cosh 7x dx,images/img_0000678.png
\int \sqrt{4x+b} dx,images/img_0000679.png
\int\frac{1}{\sqrt{-2x^2+bx+2}} dx,images/img_0000680.png
\int \sqrt{-1 x^2 -1 x + \pi } dx,images/img_0000681.png
\int x \sqrt{6 x^2 -2x + 6} dx,images/img_0000682.png
\int \frac{x}{(x+5)^2} dx,images/img_0000683.png
\int \frac{1}{(x+1)(x-6)} dx,images/img_0000684.png
\int\frac{dx}{(a^2+x^2)^{3/2}},images/img_0000685.png
\int \tan^\pi 9x dx,images/img_0000686.png
\int x^2 \cos -4x dx,images/img_0000687.png
\int \frac{x^2}{\sqrt{x^2 + (-5)^2}} dx,images/img_0000688.png
\int \sqrt{-2 x^2 -4 x -3} dx,images/img_0000689.png
\int \sin 8x \cosh bx dx,images/img_0000690.png
\int x \ln (\pi x + 1) dx,images/img_0000691.png
\int x e^{-9x} dx,images/img_0000692.png
\int \frac{x}{\sqrt{x^2+ (-9)^2}} dx,images/img_0000693.png
\int \frac{x}{8x^2+\pi x+7} dx,images/img_0000694.png
\int e^{-7x} \sin -4x dx,images/img_0000695.png
\int x \sin -2x dx,images/img_0000696.png
\int x \sqrt{3x + 3} dx,images/img_0000697.png
\int \ln \left ( -5x^2 + 1x -4\right) dx,images/img_0000698.png
\int \cos 6x dx,images/img_0000699.png
\int \cos^p 6x dx,images/img_0000700.png
\int \sin -4x \sinh 3x dx,images/img_0000701.png
\int (ax+\pi )^{3/2} dx,images/img_0000702.png
\int \sin 5x \cosh -4x dx,images/img_0000703.png
\int \tan^\pi -2x dx,images/img_0000704.png
\int \sin^2 7x \cos -7x dx,images/img_0000705.png
\int \frac{1}{-7x+3} dx,images/img_0000706.png
\int x(x+\pi )^\pi dx,images/img_0000707.png
\int \cos^p ax dx,images/img_0000708.png
\int \cos 1x \sin -6x dx,images/img_0000709.png
\int x^2 \cos 1x dx,images/img_0000710.png
\int (x+7)^4 dx,images/img_0000711.png
\int \ln (9x + \pi ) dx,images/img_0000712.png
\int \sqrt{3 x^2 + 7 x -8} dx,images/img_0000713.png
\int \cos^2 -8x \sin -8x dx,images/img_0000714.png
\int \ln (4x -6) dx,images/img_0000715.png
\int x(x-3)^8 dx,images/img_0000716.png
\int x^2 \cos \pi x dx,images/img_0000717.png
\int \tan^6 1x dx,images/img_0000718.png
\int \sinh -6x \cosh -6x dx,images/img_0000719.png
\int \sin^2 \cdot ex \cos^2 \cdot ex dx,images/img_0000720.png
\int \sqrt{x(9x-1)} dx,images/img_0000721.png
\int e^{ex} dx,images/img_0000722.png
\int \frac{x}{(x+4)^2} dx,images/img_0000723.png
\int \sec x \tan x dx,images/img_0000724.png
\int \frac{1}{(x-9)(x+b)} dx,images/img_0000725.png
\int \sqrt{\pi x^2 -3 x -1} dx,images/img_0000726.png
\int e^{-5x} \sin 8x dx,images/img_0000727.png
\int \sin -2x \cosh -3x dx,images/img_0000728.png
\int x \ln (1x + 8) dx,images/img_0000729.png
\int e^{ex} \cos ex dx,images/img_0000730.png
\int x\sqrt{x-a} dx,images/img_0000731.png
\int x \sqrt{x^2 + 7^2} dx,images/img_0000732.png
\int (x+3)^\pi dx,images/img_0000733.png
\int \tanh 3x dx,images/img_0000734.png
\int \sec^2 9x dx,images/img_0000735.png
\int \frac{1}{\sqrt{x+ 7}} dx,images/img_0000736.png
\int x^2 \sin -7x dx,images/img_0000737.png
\int \frac{1}{-7x^2-3x-4} dx,images/img_0000738.png
\int x \ln (-1x -4) dx,images/img_0000739.png
\int e^{3x} \tanh -1x dx,images/img_0000740.png
\int \frac{1}{\sqrt{-6-x}} dx,images/img_0000741.png
\int x \sqrt{3 x^2 + \pi x -5} dx,images/img_0000742.png
\int x^n e^{\pi x} dx,images/img_0000743.png
\int x \sqrt{x^2 + (-7)^2} dx,images/img_0000744.png
\int \sinh -8x \cosh 7x dx,images/img_0000745.png
\int x(x-3)^4 dx,images/img_0000746.png
\int \ln \left ( -6x^2 -4x + c\right) dx,images/img_0000747.png
\int \frac{1}{\sqrt{x+ 6}} dx,images/img_0000748.png
\int \sin^2 9x \cos^2 -4x dx,images/img_0000749.png
\int \cos 2x \sinh -6x dx,images/img_0000750.png
\int \ln ( x^2 + a^2 ) {dx},images/img_0000751.png
\int \frac{x}{(-1)^2+x^2} dx,images/img_0000752.png
\int \sin -5x \sinh 4x dx,images/img_0000753.png
\int \sqrt{x(4x-1)} dx,images/img_0000754.png
\int e^{1x} \sin 9x dx,images/img_0000755.png
\int \frac{x}{\sqrt{x^2+ 1^2}} dx,images/img_0000756.png
\int \sinh -8x \cosh 8x dx,images/img_0000757.png
\int x(x+a)^5 dx,images/img_0000758.png
\int \frac{1}{(x+7)(x+4)} dx,images/img_0000759.png
\int \sqrt{8x-1} dx,images/img_0000760.png
\int \sin -5x \cosh -9x dx,images/img_0000761.png
\int e^{5x^2} dx,images/img_0000762.png
\int \frac{x^3}{9^2+x^2} dx,images/img_0000763.png
\int x^2 \sin ax dx,images/img_0000764.png
\int \sqrt{8x-8} dx,images/img_0000765.png
\int x \sqrt{x^2 + (-6)^2} dx,images/img_0000766.png
\int \frac{x}{(-3)^2+x^2} dx,images/img_0000767.png
\int x \ln (1x + b) dx,images/img_0000768.png
\int e^{-7x} \tanh -1x dx,images/img_0000769.png
\int x \ln (7x + 8) dx,images/img_0000770.png
\int \sin^2 6x \cos^2 -5x dx,images/img_0000771.png
\int x^2 e^{-8x} dx,images/img_0000772.png
\int (-5x+b)^{3/2} dx,images/img_0000773.png
\int x \ln \left ( \pi ^2 - (-1)^2 x^2 \right ) dx,images/img_0000774.png
\int\frac{1}{\sqrt{-3x^2-2x+9}} dx,images/img_0000775.png
\int \frac{x}{ax^2-6x-6} dx,images/img_0000776.png
\int x^2 e^{-5x} dx,images/img_0000777.png
\int \frac{x^3}{(-2)^2+x^2} dx,images/img_0000778.png
\int \frac{x}{\sqrt{3x^2+8x-5}} dx,images/img_0000779.png
\int \frac{x}{a^2+x^2} dx,images/img_0000780.png
\int e^{9x} \cos -5x dx,images/img_0000781.png
\int \sqrt{\frac{x}{6-x}} dx,images/img_0000782.png
\int \sin^2 -5x \cos^2 -5x dx,images/img_0000783.png
\int \cos 9x \sin 7x dx,images/img_0000784.png
\int \frac{1}{-1x-1} dx,images/img_0000785.png
\int \sqrt{e x^2 + 1 x -4} dx,images/img_0000786.png
\int e^{1x} \sinh -3x dx,images/img_0000787.png
\int \frac{x}{\sqrt{x^2+ (-3)^2}} dx,images/img_0000788.png
\int \sqrt{x^3(-1x+9)} dx,images/img_0000789.png
\int e^{-2x} \sin -9x dx,images/img_0000790.png
\int (x-9)^7 dx,images/img_0000791.png
\int \frac{1}{(x-9)(x+7)} dx,images/img_0000792.png
\int x^9 \cos -9x dx,images/img_0000793.png
\int x^n e^{3x} dx,images/img_0000794.png
\int \frac{x^3}{(-9)^2+x^2} dx,images/img_0000795.png
\int \ln -3x dx,images/img_0000796.png
\int x^3 \cos x dx,images/img_0000797.png
\int\frac{1}{\sqrt{-8x^2-7x-5}} dx,images/img_0000798.png
\int \sin^2 ax \cos 5x dx,images/img_0000799.png
\int \cos -3x \sin -7x dx,images/img_0000800.png
\int \sinh -4x dx,images/img_0000801.png
\int e^{-7x} \cos ax dx,images/img_0000802.png
\int x \ln (4x -5) dx,images/img_0000803.png
\int \frac{1}{(x+9)(x-2)} dx,images/img_0000804.png
\int \sin -9x \cosh -9x dx,images/img_0000805.png
\int \sinh -7x \cosh 3x dx,images/img_0000806.png
\int \ln (-7x -5) dx,images/img_0000807.png
\int \ln (8x -2) dx,images/img_0000808.png
\int \tan^n ax dx,images/img_0000809.png
\int x^5 \cos \pi x dx,images/img_0000810.png
\int e^{-7x} \cos -9x dx,images/img_0000811.png
\int x e^{+3x^2} {dx},images/img_0000812.png
\int \cos -6x \sinh 3x dx,images/img_0000813.png
\int \sin^2 -8x \cos ex dx,images/img_0000814.png
\int e^{-3x} \tanh -5x dx,images/img_0000815.png
\int \sin -6x \cosh 6x dx,images/img_0000816.png
\int \sin^2 -1x \cos^2 9x dx,images/img_0000817.png
\int \sin^2 5x \cos^2 -9x dx,images/img_0000818.png
\int x \sqrt{2x -1} dx,images/img_0000819.png
\int \csc^2 8x dx,images/img_0000820.png
\int \cos 3x \cosh -5x dx,images/img_0000821.png
\int \sin^2 -1x \cos^2 7x dx,images/img_0000822.png
\int \sinh -7x \cosh 5x dx,images/img_0000823.png
\int \sqrt{x^3(-6x-2)} dx,images/img_0000824.png
\int \sin^2 -8x \cos^2 7x dx,images/img_0000825.png
\int \sqrt{1 x^2 + e x + 8} dx,images/img_0000826.png
\int \frac{1}{-7x^2+6x-9} dx,images/img_0000827.png
\int \frac{1}{-8x+3} dx,images/img_0000828.png
\int x^n e^{2x} dx,images/img_0000829.png
\int \sinh 3x \cosh -8x dx,images/img_0000830.png
\int e^{-6x} \cos ex dx,images/img_0000831.png
\int e^{-4x} \tanh -5x dx,images/img_0000832.png
\int (x-2)^e dx,images/img_0000833.png
\int x^\pi \ln x dx,images/img_0000834.png
\int \frac{x}{3^2+x^2} dx,images/img_0000835.png
\int e^{-1x} \tanh -2x dx,images/img_0000836.png
\int \sqrt{x-8} dx,images/img_0000837.png
\int \frac{1}{7x^2+bx-5} dx,images/img_0000838.png
\int x(x-4)^n dx,images/img_0000839.png
\int \cosh 1x dx,images/img_0000840.png
\int e^{-9x} \sinh 2x dx,images/img_0000841.png
\int \sqrt{x} e^{7x} dx,images/img_0000842.png
\int \sqrt{x^3(7x-6)} dx,images/img_0000843.png
\int \sqrt{1^2 - x^2} dx,images/img_0000844.png
\int \sqrt{-5 x^2 + 2 x + 4} dx,images/img_0000845.png
\int x \ln \left ( 2^2 - b^2 x^2 \right ) dx,images/img_0000846.png
\int \frac{1}{-2x^2+5x-9} dx,images/img_0000847.png
\int (-8x+8)^{3/2} dx,images/img_0000848.png
\int x \sqrt{-1x -6} dx,images/img_0000849.png
\int \sqrt{(-6)^2 - x^2} dx,images/img_0000850.png
\int\sqrt{x^2 + 4^2} dx,images/img_0000851.png
\int \sin 5x \cosh 3x dx,images/img_0000852.png
\int \sin -3x \sinh 6x dx,images/img_0000853.png
\int \sinh \pi x dx,images/img_0000854.png
\int \frac{x^2}{e^2+x^2} dx,images/img_0000855.png
\int \frac{x}{\pi ^2+x^2} dx,images/img_0000856.png
\int e^{9x} \tanh 8x dx,images/img_0000857.png
\int \cos^p -3x dx,images/img_0000858.png
\int \ln \left ( -9x^2 + 5x + \pi \right) dx,images/img_0000859.png
\int e^{-\pi x^2} dx,images/img_0000860.png
\int \frac{1}{(x-2)(x-3)} dx,images/img_0000861.png
\int x \sqrt{-1 x^2 -4x -8} dx,images/img_0000862.png
\int x e^{3x} dx,images/img_0000863.png
\int e^{6x^2} dx,images/img_0000864.png
\int e^{7x} \sin 2x dx,images/img_0000865.png
\int \tan^3 -6x dx,images/img_0000866.png
\int \ln (6x + 4) dx,images/img_0000867.png
\int \frac{x}{2x^2+8x-4} dx,images/img_0000868.png
\int (1x+2)^{3/2} dx,images/img_0000869.png
\int \tan^3 ax dx,images/img_0000870.png
\int \tan^2 -2x dx,images/img_0000871.png
\int e^{1x} \cos \pi x dx,images/img_0000872.png
\int \frac{1}{(x-3)(x+\pi )} dx,images/img_0000873.png
\int \ln ( x^2 - (-6)^2 ) {dx},images/img_0000874.png
\int \sin -5x \cosh -7x dx,images/img_0000875.png
\int \sin^2 -2x \cos -7x dx,images/img_0000876.png
\int \sin -3x \sinh bx dx,images/img_0000877.png
\int \frac{x}{3x^2+7x-7} dx,images/img_0000878.png
\int \sqrt{-6 x^2 -3 x + 5} dx,images/img_0000879.png
\int \cos -7x \sinh -8x dx,images/img_0000880.png
\int\frac{dx}{(7^2+x^2)^{3/2}},images/img_0000881.png
\int \frac{1}{(x+5)(x+7)} dx,images/img_0000882.png
\int \sin^2 -3x \cos^2 -3x dx,images/img_0000883.png
\int e^{3x} \sin 5x dx,images/img_0000884.png
\int \frac{1}{\sqrt{-2-x}} dx,images/img_0000885.png
\int \cosh -7x dx,images/img_0000886.png
\int x e^{+1x^2} {dx},images/img_0000887.png
\int x \ln \left ( (-1)^2 - (-7)^2 x^2 \right ) dx,images/img_0000888.png
\int \sqrt{x(6x-3)} dx,images/img_0000889.png
\int \frac{1}{-7x^2+9x+1} dx,images/img_0000890.png
\int e^{-9x} \tanh 4x dx,images/img_0000891.png
\int \cosh 4x dx,images/img_0000892.png
\int \sin 7x \sinh -8x dx,images/img_0000893.png
\int x^e \cos 6x dx,images/img_0000894.png
\int \frac{1}{(x+\pi )^2} dx,images/img_0000895.png
\int \sin^2 8x \cos 7x dx,images/img_0000896.png
\int \frac{x^3}{5^2+x^2} dx,images/img_0000897.png
\int x \sqrt{-1 x^2 + 9x -1} dx,images/img_0000898.png
\int \cos -9x \sin 7x dx,images/img_0000899.png
\int (x+1)^6 dx,images/img_0000900.png
\int \tan^2 \cdot ex dx,images/img_0000901.png
\int \sec^2 x \tan x dx,images/img_0000902.png
\int \frac{1}{(x+9)^2} dx,images/img_0000903.png
\int x \ln (-2x + 8) dx,images/img_0000904.png
\int \sqrt{-7x+4} dx,images/img_0000905.png
\int \frac{x}{\pi x^2+\pi x+e} dx,images/img_0000906.png
\int \sqrt{8x-2} dx,images/img_0000907.png
\int \cos -1x \sinh 2x dx,images/img_0000908.png
\int (x-4)^4 dx,images/img_0000909.png
\int x^2 \cos -6x dx,images/img_0000910.png
\int \frac{1}{(x+9)(x+b)} dx,images/img_0000911.png
\int e^{ex} \sinh -9x dx,images/img_0000912.png
\int \frac{1}{(x-5)^2} dx,images/img_0000913.png
\int \sinh -5x \cosh 1x dx,images/img_0000914.png
\int \sin^2 8x \cos^2 7x dx,images/img_0000915.png
\int \cos -6x \sinh -5x dx,images/img_0000916.png
\int \csc^2 \cdot ex dx,images/img_0000917.png
\int e^{-3x} \sin ex dx,images/img_0000918.png
\int x \sqrt{2 x^2 + 8x + 6} dx,images/img_0000919.png
\int \sinh -5x \cosh 6x dx,images/img_0000920.png
\int\frac{dx}{((-8)^2+x^2)^{3/2}},images/img_0000921.png
\int \frac{x^2}{1^2+x^2} dx,images/img_0000922.png
\int \ln \left ( -1x^2 -4x + 8\right) dx,images/img_0000923.png
\int \frac{x}{2x^2-8x+6} dx,images/img_0000924.png
\int x \ln \left ( 9^2 - (-4)^2 x^2 \right ) dx,images/img_0000925.png
\int \ln \left ( 3x^2 + ex -1\right) dx,images/img_0000926.png
\int \sqrt{9x-6} dx,images/img_0000927.png
\int x \sqrt{9 x^2 + 6x -9} dx,images/img_0000928.png
\int \cos 9x \sinh -7x dx,images/img_0000929.png
\int \sqrt{2 x^2 + 2 x -5} dx,images/img_0000930.png
\int \sin^n 6x dx,images/img_0000931.png
\int \cos^2 -3x \sin -3x dx,images/img_0000932.png
\int \sqrt{x+8} dx,images/img_0000933.png
\int \frac{x^2}{(-6)^2+x^2} dx,images/img_0000934.png
\int \sqrt{3 x^2 -1 x -8} dx,images/img_0000935.png
\int \cos \pi x \cosh 3x dx,images/img_0000936.png
\int \cos 5x \sin 7x dx,images/img_0000937.png
\int x^2 \sin 9x dx,images/img_0000938.png
\int \sqrt{x} e^{ax} dx,images/img_0000939.png
\int e^{-7x} \sinh 4x dx,images/img_0000940.png
\int \tan^9 -1x dx,images/img_0000941.png
\int \sqrt{x^3(3x-3)} dx,images/img_0000942.png
\int \cos^2 7x \sin -1x dx,images/img_0000943.png
\int \ln ( x^2 - (-5)^2 ) {dx},images/img_0000944.png
\int \sqrt{x(-9x+\pi )} dx,images/img_0000945.png
\int \cos 7x \sin -6x dx,images/img_0000946.png
\int\sqrt{x^2 + (-2)^2} dx,images/img_0000947.png
\int \cos 6x \cosh 5x dx,images/img_0000948.png
\int \cos -3x dx,images/img_0000949.png
\int \cos^3 -9x dx,images/img_0000950.png
